file,corpus,in_dt_nn,dt_nn_in,nn_in_dt,dt_jj_nn,in_dt_jj,jj_nn_in,nn_in_nn,nns_in_dt,vbn_in_dt,in_jj_nns,nn_in_jj,in_dt_nns,in_jj_nn,jj_nns_in,dt_nn_nn,in_nn_in,nn_in_nns,dt_nn_vbz,nns_in_nn,dt_nns_in,to_vb_dt,vb_dt_nn,nn_cc_nn,dt_jj_nns,md_vb_vbn,nn_nn_in,in_nns_in,vbz_dt_nn,jj_in_dt,nn_md_vb,vb_vbn_in,nns_in_jj,prp_md_vb,jj_nn_nn,nn_to_vb,rb_in_dt,nn_in_nnp,md_rb_vb,in_nn_cc,nn_in_prp,nn_vbz_vbn,to_vb_in,jj_nn_vbz,in_nn_nn,jj_to_vb,in_dt_nnp,cc_dt_nn,in_prp_nn,jj_jj_nn,dt_nn_cc,prp_vbp_rb,prp_vbp_prp,vbp_rb_vb,prp_vbp_vbn,prp_vbz_rb,prp_md_rb,in_prp_vbp,prp_vbd_rb,prp_vbd_prp,uh_prp_vbp,rb_vb_prp,rb_prp_vbp,prp_vbp_vbg,prp_vbp_dt,to_vb_prp,vbg_to_vb,cc_prp_vbp,dt_nn_rb,md_vb_prp,prp_vbd_dt,prp_vbp_in,dt_nn_prp,cc_prp_vbd,nn_prp_vbp,vbd_dt_nn,vb_in_dt,vb_in_prp,vbp_prp_vb,prp_vbz_dt,md_vb_dt,rb_vb_dt,prp_vbd_in,in_prp_vbd,prp_vbd_vbn,vbd_in_dt,dt_nn_vbd,vbd_in_prp,vbd_to_vb,rb_in_prp,vbd_dt_jj,in_nnp_nnp,vbd_prp_nn,vbd_rb_in,nnp_vbd_rb,vbd_vbn_in,prp_nn_in,prp_jj_nn,in_prp_nns,vbg_in_dt,nn_prp_vbd,vb_dt_jj,vbp_to_vb,vbz_rb_jj,vbp_dt_nn,prp_vbz_jj,vbp_in_prp,nn_vbz_rb,nn_vbz_jj,vbz_jj_in,prp_vbp_to,rb_jj_in,nnp_nnp_nnp,dt_nnp_nnp,nnp_nnp_vbd,nnp_in_nnp,nnp_cc_nnp,nnp_nnp_in,nn_in_cd,nns_in_nnp,nn_nnp_nnp,nnp_pos_nn
news_A5E_1438,new,12,12,11,8,5,7,3,2,2,2,3,4,4,2,3,1,1,0,0,0,4,4,0,3,0,2,0,3,1,0,0,1,0,0,1,2,7,0,0,1,0,1,1,0,0,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,6,0,0,0,0,2,3,0,1,0,3,0,2,0,0,0,0,0,1,0,2,6,6,0,2,3,4,0,3,0,6
news_A5E_1442,new,20,14,14,12,7,4,5,10,3,1,2,9,3,2,8,1,2,4,2,5,5,1,1,1,0,4,0,4,1,2,1,0,4,2,2,4,5,3,0,3,1,5,0,3,3,9,1,6,1,0,3,2,0,1,3,1,2,1,2,0,0,0,0,1,2,0,2,0,1,0,2,0,0,1,1,2,2,0,3,0,2,0,1,1,0,1,0,1,0,3,7,1,2,1,1,2,2,1,2,1,2,4,3,2,0,0,5,0,0,4,3,3,6,1,4,4,1,2,3,1,3
news_A5E_1443,new,17,9,12,12,10,6,2,2,5,2,3,4,2,2,5,2,3,3,2,1,1,2,2,3,0,4,1,3,2,2,0,1,1,4,3,2,5,0,1,0,2,2,2,0,0,2,0,1,3,1,2,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,3,1,3,1,1,0,3
news_A5E_1444,new,15,5,7,9,7,7,3,2,3,2,0,4,1,1,1,0,0,7,2,4,0,1,3,1,1,0,0,4,2,2,1,0,1,0,0,6,2,1,2,3,3,4,2,0,1,4,0,3,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,1,2,0,0,2,2,2,1,3,1,1,0,1,0,3
news_A7S_1445,new,13,10,8,7,8,3,4,5,7,3,4,3,2,3,4,2,3,0,2,2,1,2,1,1,0,2,1,2,2,0,1,1,2,6,0,4,5,1,0,2,1,0,2,1,3,3,2,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2,1,0,0,2,4,2,0,2,7,0,3,3,1,6
news_A7S_1447,new,19,14,15,14,5,9,5,4,4,1,3,5,3,1,5,1,2,1,0,2,2,5,1,2,4,0,1,3,2,1,0,1,9,0,1,3,1,3,0,4,1,2,0,0,1,6,2,8,1,1,2,3,0,4,0,2,1,3,5,0,2,0,0,1,2,2,0,1,1,3,0,4,5,1,4,0,3,0,2,3,2,1,3,3,2,1,1,2,2,2,6,1,1,0,3,2,0,0,2,2,2,1,0,0,1,1,1,0,1,1,0,2,4,1,2,3,1,1,1,0,2
news_A7S_1448,new,18,16,16,16,13,12,10,2,4,1,1,5,5,1,3,3,0,3,0,2,3,2,3,1,0,3,2,8,2,0,0,2,0,6,0,6,11,0,2,1,1,3,2,0,1,4,1,2,4,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,1,3,0,2,1,1,0,3,1,2,0,0,1,1,0,2,1,3,0,2,2,4,0,3,1,5
news_A7S_1449,new,18,15,16,16,14,12,10,2,4,1,1,5,5,1,3,3,0,3,0,2,3,2,3,0,0,3,2,7,2,0,0,2,0,6,0,6,10,0,2,1,1,3,2,0,1,4,1,2,4,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,1,3,0,2,1,1,0,3,1,2,0,0,1,1,0,2,2,3,0,4,2,6,0,3,1,5
news_A7S_1450,new,16,6,7,8,6,8,3,4,3,2,5,3,5,7,2,2,2,1,3,3,1,1,2,3,0,2,1,0,1,1,0,1,0,1,2,2,1,1,3,2,0,1,0,1,0,4,1,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,2,5,0,1,1,2,6,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,2,1,3,2,2,1,1
news_A7S_1452,new,26,14,6,14,7,9,8,3,2,3,1,0,3,5,9,4,3,3,3,2,4,6,3,2,2,4,2,3,3,0,2,2,5,5,5,3,5,2,2,8,2,4,3,0,3,4,1,7,8,2,1,4,2,1,5,5,4,1,3,0,1,1,0,1,2,1,0,0,1,2,4,2,0,0,2,1,2,0,1,2,1,0,2,2,0,0,0,2,0,3,5,1,0,0,0,0,4,0,6,1,1,0,0,1,4,0,2,1,3,2,1,2,2,1,0,0,1,0,2,1,2
news_A7T_1453,new,25,10,18,23,11,18,11,8,5,3,3,2,3,5,6,4,1,2,2,4,5,6,3,2,3,8,4,2,0,3,4,4,1,5,4,3,5,5,1,3,2,6,2,2,1,11,0,1,4,4,0,0,0,0,1,2,1,0,0,0,0,0,0,1,3,1,1,3,1,0,0,0,0,0,0,4,1,0,0,3,0,2,2,0,3,1,0,6,0,2,4,0,0,1,0,1,0,0,1,0,4,1,0,1,0,0,0,0,0,1,0,8,7,2,4,6,2,3,5,0,1
news_A7T_1455,new,24,16,12,19,13,6,4,3,5,3,2,4,2,3,4,2,3,5,1,1,1,1,1,2,1,2,0,3,2,1,1,1,1,6,3,13,5,1,0,3,3,1,2,0,2,7,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
news_A7T_1459,new,18,14,10,16,7,10,5,6,1,3,3,1,2,3,2,0,3,3,1,0,0,0,1,0,0,6,3,1,1,0,0,0,0,1,1,2,9,0,1,0,3,1,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,7,1,3,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,2,4,0,3,1,12,4,0,2
news_A7T_1461,new,45,35,28,38,29,21,9,15,3,5,10,3,9,8,7,8,8,4,3,5,6,6,1,10,4,6,3,1,6,9,4,4,4,5,4,9,7,9,1,6,0,3,3,0,12,8,0,3,4,2,2,0,0,0,1,2,2,1,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,5,2,0,0,4,3,1,3,1,2,0,0,0,1,0,4,0,1,0,1,1,2,1,1,0,5,0,2,1,2,0,5,0,0,0,4,5,4,1,1,1,1,5,1,0,0
news_A7T_1464,new,10,10,13,12,8,8,7,5,1,5,6,5,5,3,1,5,2,2,3,5,6,4,1,0,3,4,2,2,3,2,5,2,0,3,6,0,4,2,0,1,1,0,0,2,1,5,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,1,1,0,1,0,0,3,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,5,3,3,2,5,4,0,2,0,2
news_A7T_1468,new,17,12,18,14,11,3,3,5,12,5,2,4,0,1,2,5,2,3,0,0,1,2,0,1,1,0,3,0,0,1,2,2,3,1,3,1,2,2,0,2,3,2,1,0,0,11,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,6,3,1,0,2,2,2,1,2,3,0,3,0,0,0,2,1,1,0,0,4,2,0,0,3,0,2,0,0,3,0,0,1,0,0,0,0,8,4,0,4,3,1,0,0,0,1
news_A7W_1469,new,31,29,31,21,17,13,14,14,5,11,11,9,7,6,13,8,5,6,5,6,12,7,7,3,4,12,2,7,4,4,1,2,2,7,4,6,10,10,3,4,1,4,2,4,3,15,3,1,3,1,0,0,2,1,4,2,0,3,0,0,0,0,0,0,0,2,0,3,0,1,1,0,1,0,5,4,2,0,1,2,2,0,3,0,5,3,0,0,1,0,11,1,1,0,3,2,3,2,0,0,5,2,2,1,2,0,3,0,0,0,2,13,15,3,2,6,1,0,4,2,2
news_A7W_1471,new,13,10,12,10,7,8,3,5,4,4,1,1,1,3,5,2,0,1,2,1,2,3,2,0,0,4,0,0,1,1,0,1,0,7,2,0,6,3,1,0,1,1,3,1,1,5,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,2,1,1,1,1,3,0,0,0,1,8,1,0,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,4,4,2,0,1,1,1,1,1
news_A7W_1472,new,10,15,12,11,6,5,5,2,6,4,4,1,5,1,3,3,2,1,0,1,6,7,1,1,4,3,1,0,0,4,1,3,2,4,5,0,3,3,1,1,0,2,0,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,1,0,0,0,0,5,0,1,0,1,4,0,1,0,0,0,5,0,0,0,2,4,0,0,0,3,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,4,1,5,1,2,0,4,1,0,2
news_A7W_1475,new,14,16,9,15,8,7,9,8,3,2,0,3,4,5,2,3,3,3,3,3,5,5,3,0,2,3,3,0,2,2,1,1,1,0,2,1,9,1,2,1,1,3,1,2,2,2,1,3,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,1,2,0,2,1,0,1,0,4,8,0,1,1,4,1,0,0,0,1,3,0,0,0,1,0,2,0,0,0,1,10,3,9,0,3,1,2,4,0,1
news_A7W_1479,new,15,11,15,16,8,10,8,1,3,2,2,1,2,1,4,5,0,0,0,0,2,0,2,0,0,6,0,1,0,0,1,2,1,5,3,2,11,0,1,2,0,1,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,1,2,3,0,0,0,1,20,1,1,0,3,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,18,2,2,7,0,7,2,1,0,5
news_A7W_1481,new,12,15,10,9,3,4,5,1,5,2,3,0,5,1,4,4,4,1,0,0,7,7,1,0,5,2,2,0,0,3,2,2,1,3,5,0,3,4,1,1,0,4,0,1,1,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,1,1,1,0,0,0,0,5,1,1,0,1,3,0,0,0,0,0,4,0,2,0,1,4,0,0,0,2,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,6,1,5,0,1,0,4,1,0,2
news_A7W_1482,new,19,11,11,5,5,3,6,9,3,4,0,10,0,5,3,5,3,1,5,2,2,2,1,2,4,3,4,1,5,2,4,0,0,2,4,2,4,5,0,0,0,2,0,3,1,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,1,7,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,4,2,1,3,3,0,3
news_A7W_1483,new,16,16,15,11,8,10,5,3,1,1,5,2,6,0,2,3,3,0,0,2,1,1,3,0,1,3,4,0,1,0,0,3,1,2,1,2,7,0,2,3,0,2,0,1,2,4,1,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,2,1,0,0,0,1,1,7,0,1,0,1,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,1,7,5,5,0,0,6,2,1,0,3
news_A7W_1490,new,12,11,8,4,1,4,1,1,2,0,2,0,3,0,1,1,3,2,0,0,2,3,2,0,2,0,0,2,1,3,1,0,1,1,1,1,4,0,0,4,1,2,0,2,1,8,1,0,1,2,1,1,0,0,0,0,0,5,2,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,3,0,0,0,1,1,2,8,3,0,2,1,1,1,2,6,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,3,7,9,6,2,1,3,1,0,1,3
news_A7W_1492,new,6,7,11,9,4,9,0,1,1,3,4,1,6,0,3,0,2,1,3,1,5,4,1,2,1,4,1,1,0,1,1,1,1,1,3,0,3,0,1,1,0,3,0,0,2,9,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,4,1,1,0,1,1,0,0,1,0,0,1,0,2,0,0,4,0,0,0,2,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,10,6,2,2,1,2,2,1,0,3
news_A7W_1494,new,15,15,13,14,8,7,1,3,3,1,1,1,1,4,2,0,0,3,2,0,0,1,1,1,3,1,0,1,0,1,4,1,5,4,1,1,4,3,0,4,1,2,3,0,0,3,3,2,4,0,0,0,0,0,5,2,1,1,1,0,1,0,0,0,1,1,1,0,2,1,1,0,0,0,0,1,1,0,0,0,1,1,2,2,0,2,0,3,0,0,6,0,0,1,0,0,0,1,0,0,0,1,0,1,1,2,0,2,0,0,1,1,2,1,0,2,1,0,0,0,6
news_A7W_1495,new,13,10,11,12,6,6,3,2,5,3,3,2,4,1,6,3,3,2,1,1,6,7,0,0,3,4,1,1,0,4,1,2,1,3,7,1,3,2,1,1,0,6,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,1,0,0,0,0,0,6,2,1,0,0,5,0,0,1,0,1,3,1,2,0,1,8,0,0,0,3,1,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,9,4,6,0,1,0,3,1,0,1
news_A7W_1498,new,9,7,8,4,2,3,4,4,1,3,1,2,2,2,3,4,1,2,5,0,1,1,5,0,0,2,0,2,0,0,0,0,0,1,2,0,4,1,3,0,2,2,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,1,2,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,8,1,1,1,1,1,2,2,1,1
news_A7W_1502,new,18,12,10,15,12,6,11,2,7,2,0,1,1,1,4,5,6,4,1,1,1,1,3,3,4,3,2,0,4,2,1,1,3,2,4,1,4,1,1,3,2,4,0,2,0,3,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,2,3,1,0,1,1,0,0,1,0,1,4,0,3,1,1,6,0,0,0,3,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,2,3,1,1,2,0,1,1,0,0,2
news_A7W_1505,new,19,10,13,11,3,7,6,4,2,1,2,7,4,2,3,5,3,2,2,3,5,5,1,1,6,3,2,1,3,3,3,2,1,5,5,2,4,4,1,1,0,2,0,3,0,4,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,4,1,0,0,1,3,1,0,1,0,3,3,1,3,0,4,8,0,0,0,2,1,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,11,6,4,0,1,0,2,3,0,0
news_A7W_1506,new,17,12,11,7,7,2,4,8,5,5,2,5,5,4,6,1,3,1,1,2,2,2,0,2,1,5,2,0,2,0,1,0,1,3,4,2,2,3,0,0,0,2,0,2,1,6,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,5,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,2,0,2,0,4,1,2,3,3,1,3
news_A7W_1508,new,21,15,14,7,5,3,6,7,4,0,0,9,1,0,1,5,8,1,3,2,7,8,2,0,1,0,5,0,2,2,3,0,4,0,2,2,2,3,0,0,0,2,0,0,3,7,1,1,0,2,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,0,1,0,0,3,0,0,0,1,2,6,0,0,0,2,3,1,0,0,1,2,0,0,3,0,1,0,2,1,0,0,1,0,0,0,2,15,6,2,10,0,1,0,0,0,1
news_A7W_1512,new,20,11,11,8,7,6,2,3,2,0,1,2,1,1,8,1,0,0,0,0,1,3,0,0,1,4,0,0,0,0,0,1,2,2,1,2,5,2,0,5,0,0,0,1,1,4,2,2,0,0,1,0,0,1,1,1,0,2,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,2,0,2,2,2,1,7,2,2,1,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,3,4,0,0,2,0,0,1,3
news_A7W_1515,new,16,7,5,7,3,5,7,3,2,1,3,10,2,0,10,1,1,1,2,0,7,6,4,0,1,7,1,2,4,3,0,0,2,0,3,2,3,3,0,3,0,3,0,1,0,3,5,0,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,0,2,9,0,0,2,1,0,1,3,1,1,3,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,4,8,2,3,3,0,0,0,1,0,1
news_A7W_1518,new,28,19,20,12,12,7,4,11,4,3,3,8,2,1,2,3,2,1,1,6,3,2,1,5,1,3,3,1,1,0,1,1,0,0,2,5,4,0,0,2,1,0,1,0,0,11,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,9,2,0,0,0,2,9,1,1,1,2,0,2,1,3,0,2,2,1,0,0,0,1,0,0,2,0,1,8,3,2,0,2,2,0,0,3
news_A7X_1524,new,19,16,13,7,4,3,4,4,2,2,1,5,3,0,4,0,1,0,0,5,1,1,2,1,0,2,0,1,3,0,2,1,5,3,0,2,1,1,0,7,0,2,0,1,3,4,0,4,1,0,4,0,1,1,1,1,1,3,0,0,0,0,1,1,1,0,0,0,2,2,0,1,1,0,3,1,3,0,0,0,1,3,8,3,1,3,1,1,2,1,2,0,2,0,3,3,1,2,1,1,0,1,0,0,0,0,1,1,0,1,2,6,5,0,2,1,2,2,0,1,1
news_A7Y_1525,new,10,6,7,14,6,6,8,1,1,0,0,2,2,0,4,3,2,10,1,3,1,3,3,0,1,0,1,2,0,1,0,0,2,2,0,0,0,3,1,0,1,2,0,1,2,0,2,1,0,4,0,2,1,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,2,1,0,0,0,1,0,2,1,0,3,0,0,0,0,2,0,0,0,3,0,1,2,0,1
news_A7Y_1526,new,63,43,45,31,21,17,13,12,5,3,2,7,2,6,11,3,3,5,2,5,8,7,6,7,7,8,3,2,5,1,2,1,15,2,6,3,7,3,4,11,2,4,0,0,1,16,7,8,4,5,6,2,2,1,4,2,4,13,6,0,3,0,2,4,10,4,3,3,1,6,0,1,5,0,11,4,6,1,1,2,2,10,10,2,6,5,6,4,2,3,9,4,1,2,1,4,5,4,3,1,4,4,3,1,1,1,0,0,0,4,6,9,15,8,4,1,6,0,4,1,5
news_A7Y_1527,new,39,29,18,13,8,5,13,7,5,4,6,8,2,3,10,7,0,4,1,9,10,13,1,1,3,3,1,5,3,6,3,1,1,0,12,3,1,4,2,4,4,8,3,1,2,2,3,2,1,4,1,0,0,0,2,1,1,1,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,4,6,0,0,1,4,1,1,1,3,2,5,0,1,0,2,6,0,0,2,3,1,0,2,0,0,2,0,0,1,1,1,1,2,2,0,0,18,2,6,1,2,1,0,0,1,0
news_A7Y_1528,new,13,5,7,12,3,5,7,4,0,1,3,2,5,2,3,4,0,3,1,3,2,3,1,0,0,1,0,1,1,0,0,0,5,1,3,0,3,1,1,4,1,6,1,1,3,3,1,2,1,3,9,2,4,4,1,1,7,2,0,0,2,2,0,3,5,4,4,1,1,3,4,0,1,1,3,0,3,0,2,2,1,2,1,0,1,0,1,1,4,2,1,0,0,0,0,0,0,2,0,0,1,4,1,0,0,2,2,0,1,4,0,1,3,0,0,0,0,0,0,0,0
news_A7Y_1529,new,23,13,11,12,5,4,4,4,2,0,0,3,0,1,5,1,1,7,0,3,8,7,0,1,2,2,2,5,0,2,1,0,4,1,4,3,3,1,0,4,1,1,1,1,0,0,3,2,0,0,0,2,0,1,2,1,1,1,4,0,0,0,0,2,0,0,0,3,0,2,1,0,2,0,2,1,0,0,3,2,0,1,3,0,1,1,0,3,3,1,0,1,0,0,0,2,1,2,2,1,2,1,2,3,2,2,0,3,2,0,1,2,0,1,1,1,0,0,2,0,0
news_A7Y_1530,new,38,25,22,29,9,10,16,8,3,8,3,8,5,3,7,3,4,1,4,2,7,8,3,7,2,2,6,4,4,7,2,6,6,2,7,6,1,7,7,13,2,2,5,7,2,3,5,15,1,4,4,1,1,4,4,4,2,5,7,0,3,0,2,0,7,3,0,1,2,4,1,5,5,2,6,3,6,0,2,5,3,7,4,3,3,6,2,2,2,6,1,4,2,0,3,6,5,4,2,4,3,0,2,1,2,0,2,1,1,0,2,2,3,0,1,0,1,0,1,0,2
news_A7Y_1531,new,8,9,5,6,3,6,5,4,2,4,2,4,4,3,3,4,2,2,1,0,3,1,1,0,3,1,1,1,0,1,2,2,1,0,1,0,3,0,2,0,1,4,0,1,2,7,0,1,3,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,2,1,0,0,3,0,0,2,0,0,8,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,2,0,3,2,0,1
news_A7Y_1532,new,33,31,21,17,10,10,14,6,6,12,9,2,4,7,3,5,7,2,6,5,7,9,6,4,3,2,2,2,3,4,3,2,1,1,6,3,3,4,10,2,2,2,0,2,3,7,5,4,3,2,0,0,0,0,2,2,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,1,1,0,1,4,0,0,1,3,2,2,1,0,5,4,0,3,0,4,8,2,1,0,3,2,1,3,2,0,3,3,1,2,1,1,1,1,0,1,3,9,6,11,1,2,2,0,0,1,3
news_A7Y_1533,new,52,48,41,26,21,25,20,16,8,9,8,8,16,14,6,10,12,6,8,9,10,6,6,9,3,5,4,4,4,3,1,2,1,6,6,4,8,4,3,8,2,2,2,5,3,11,5,7,7,3,0,1,0,1,5,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,5,2,1,0,1,2,1,0,1,0,2,9,0,1,1,2,8,0,1,0,0,3,1,1,2,0,1,0,1,1,1,0,3,2,1,0,3,8,12,2,1,3,2,1,3,1,2
news_A80_1543,new,25,18,24,20,8,15,6,4,3,2,3,2,2,3,3,4,1,1,2,2,7,7,0,1,2,5,1,3,3,1,0,0,3,5,2,3,14,2,0,2,1,3,0,1,2,15,3,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,5,1,0,0,1,2,1,1,0,0,2,4,0,2,0,2,7,3,0,1,2,2,4,1,2,0,3,2,0,0,1,0,1,0,1,0,1,3,5,1,3,3,2,2,2,0,6
news_A80_1546,new,13,14,16,18,11,12,0,4,3,1,3,6,6,1,2,3,1,1,1,6,4,2,1,1,1,3,3,1,2,2,0,3,0,2,0,3,12,2,0,3,1,3,4,0,1,7,4,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,4,11,0,3,1,1,1,1,0,1,0,1,0,0,0,2,0,1,1,1,0,0,4,3,1,1,2,4,0,4,0,0
news_A80_1548,new,3,5,4,11,6,4,2,2,2,0,0,4,0,2,1,1,0,0,2,0,3,3,0,2,1,3,0,1,0,0,1,0,1,2,2,2,5,1,0,2,2,0,2,0,3,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,1,0,1,1,1,0,1,5,1,0,1,0,0,1,1,1,0,4,0,0,0,1,0,0,0,1,0,1,1,2,0,4,1,3,1,1,1,0
news_A80_1549,new,17,15,13,6,6,9,4,4,2,2,3,2,3,2,3,1,4,0,0,1,0,0,0,2,1,3,2,3,1,1,1,1,1,3,4,4,4,3,1,1,0,2,2,1,0,4,2,1,0,0,2,0,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,10,0,3,0,2,0,5,0,2,0,0,0,2,0,0,0,1,0,0,0,1,11,6,2,4,2,5,5,2,2,1
